"435","0","0","0","0","0","0","0","0","0","0","0","3&227.80","21&2313.70","8&746.80","113&9621.10","41&3828.90","30&2695.90","21&2099.70","31&3376.40","41&4380.50","11&798.60","25&2021.70","54&4435.70"
"447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&692.90","3&209.90","4&388.80","2&146.00","7&343.20","4&224.70"
"554","0","0","0","20&2548.00","0","0","0","0","0","0","0","0","0","0","8&742.00","0","4&645.00","0","0","0","0","0","0"
"627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&389.50","7&644.60"
"753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&128.00","0","17&1011.54","20&1392.80"
"1437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&142.60","12&1137.30"
"1472","0","2&160.00","0","56&6230.00","108&13169.00","123&14719.00","101&8695.90","88&7211.30","188&18561.60","130&10750.10","445&37291.60","510&44930.40","301&28187.60","221&21158.70","369&34586.40","198&17576.40","207&19469.80","263&25891.60","235&23857.40","522&43096.20","665&58942.00","605&50795.20","853&84933.20"
"1567","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&416.50","6&440.00","7&796.90","7&1036.90","6&514.20","9&806.60"
"1568","0","0","0","0","96&11350.00","336&43556.00","260&27576.90","231&21168.80","368&42935.00","366&34591.30","818&71678.00","921&81659.90","514&49727.90","426&42641.40","1099&104835.50","888&82608.30","931&94673.10","919&90910.20","695&64569.70","1270&106037.80","1512&139322.60","1251&118666.30","1981&190040.20"
"1612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&79.90","1&90.00","0","0","0"
"1738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&486.60","34&2632.60","7&520.70","19&1447.00","7&372.10","2&208.90","2&111.00","2&70.00"
"1754","0","0","0","47&4365.00","16&2370.00","0","0","0","0","1&78.00","0","0","0","2&178.00","2&158.00","3&312.00","1&119.00","0","0","0","0","1&59.90","1&59.90"
"1829","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&507.00","3&179.00","1&88.00"
"1916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16&2066.80","9&712.60","4&850.90","2&110.00","5&459.60"
"1921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&42.80","1&59.90"
"2169","0","0","0","173&24063.00","44&7315.00","42&4686.00","3&495.00","0","1&239.00","0","0","0","0","0","8&1185.00","4&315.80","3&322.50","1&79.90","2&134.00","0","0","1&78.00","1&68.00"
"3055","0","0","0","21&7.92","0","0","2&3.01","36&87.66","7&12.07","17&12.09","17&4609.96","0","0","0","0","0","0","0","0","0","0","0","0"
"3309","0","0","0","14&1276.00","5&495.00","5&565.00","0","3&267.00","7&790.00","7&521.60","10&559.50","27&1858.90","10&1060.90","15&1414.70","33&2698.30","8&751.70","19&2172.20","7&730.80","11&939.50","15&1080.90","10&763.10","14&1339.00","35&2801.40"
"3311","0","0","2&0.20","14&1153.02","1&119.00","3&456.00","8&686.40","14&1077.92","11&1101.60","4&315.90","6&449.30","24&2173.90","16&1412.90","11&936.90","19&1935.10","66&5857.30","26&2222.60","41&9053.90","15&1349.10","47&3606.10","39&4168.40","26&11428.20","27&3472.64"
"3398","0","0","8&1344.00","95&9753.00","74&11258.00","43&5158.00","16&1309.40","86&10852.90","89&16763.00","56&5795.40","54&5420.60","67&7784.30","54&7410.20","54&5951.90","131&12174.40","43&4597.80","36&3687.60","23&3399.20","22&2623.40","33&3420.40","177&17852.20","99&8621.00","206&19005.60"
"3407","0","0","0","0","0","0","0","11&798.90","13&645.90","28&1752.20","44&3156.50","56&4287.80","20&2776.70","15&1297.80","15&1545.70","20&1943.00","16&1441.30","19&1882.10","9&885.90","26&2246.60","33&3205.30","83&7684.50","78&6376.50"
"3408","0","0","0","0","0","0","0","0","0","0","0","0","0","100&10414.00","96&8200.80","37&3282.90","49&5845.60","44&5337.30","19&2125.90","28&3441.90","245&26764.60","189&15362.10","111&11018.90"
"4194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89&7464.30","29&2738.70","31&1993.00","47&5258.50"
"4234","0","0","0","0","0","0","1&79.90","11&902.20","1&120.00","0","2&138.00","1&69.00","0","1&59.90","1&99.90","5&333.60","1&0.01","5&431.90","6&427.50","4&427.90","9&969.00","4&231.00","6&320.80"
"4245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49&4041.50","73&8149.50","31&2223.60","39&2581.40","40&3069.30"
"4249","0","0","0","0","0","0","0","0","0","0","0","7&775.40","14&1465.40","28&2905.10","35&3759.70","20&1540.40","9&1022.50","20&2158.90","13&1609.80","29&2500.80","21&1988.70","12&1094.40","19&1493.60"
"4258","0","0","0","0","0","0","0","2&136.00","7&672.90","0","20&2433.80","23&2114.30","2&198.00","12&1040.90","16&1382.20","22&1759.40","34&3195.90","24&2324.10","18&1762.60","36&3902.50","25&4052.10","12&992.30","18&3699.40"
"4259","0","0","0","0","0","0","8&572.60","17&2645.90","17&1413.50","2&109.80","25&2278.30","65&6143.10","22&2015.10","21&1927.40","69&6049.70","34&3139.70","31&3549.50","47&3976.50","69&5976.30","67&5579.50","87&6837.90","37&3342.10","63&6083.80"
"4265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&583.00","8&711.70","8&1263.90","3&525.80","5&333.70"
"4270","0","0","0","0","0","0","0","0","0","0","0","1&89.00","12&960.00","17&1450.50","51&4010.00","5&632.60","41&3711.60","13&1465.30","7&688.20","2&270.80","2&217.00","3&260.60","2&147.60"
"4275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&516.90","10&811.00","5&319.30","8&674.30","4&234.50","0","6&18467.70"
"4285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92&8462.00","364&37698.70","605&66523.80","541&51256.20","431&40810.60","457&37530.10","521&56918.50","317&26456.50","406&39127.70"
"4310","0","0","0","0","0","0","0","0","0","0","112&9304.70","209&17233.70","111&10108.00","86&7984.60","162&14439.60","131&12502.70","170&16883.50","170&15910.90","107&9498.60","136&10885.30","202&17706.30","182&33047.20","336&29422.10"
"4316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7&579.70","10&664.90","6&378.80"
"4340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","208&17973.70","75&6511.50","51&4390.70","40&3628.40","14&1092.50","35&2855.60","29&2447.40","1&73.80","12&1041.20"
"4350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&232.20","31&2398.40","21&1882.40","19&1452.20","20&1436.80","21&1434.80","35&2834.20","45&3010.10","16&1170.00"
"4356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13&1215.00","14&1183.10","22&1950.70","9&690.00","57&6743.40"
"4376","0","0","0","0","0","0","0","0","0","0","0","0","0","25&2217.70","27&1717.90","17&1627.60","27&2967.80","30&2980.40","15&1285.00","31&1990.20","5&351.20","11&804.70","20&2060.90"
"4387","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&44.90","34&4104.20","69&7477.00","77&6373.40","50&4898.50","66&6509.40","20&1880.70","0"
"4427","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&196.90","1&109.90","0","0","1&179.80","0","0"
"4521","0","0","0","0","0","0","2&145.00","36&2746.00","20&1602.30","26&2151.10","21&1713.30","20&1447.10","27&1179.20","11&785.70","52&4187.40","41&3906.00","64&5978.60","69&5741.10","54&4139.60","79&6310.20","66&5115.50","38&2976.50","63&4856.70"
"4530","0","0","0","0","0","0","0","0","0","3&189.70","10&607.30","8&756.60","1&139.00","6&421.60","41&3735.00","15&1288.30","10&1092.00","14&978.20","18&1951.90","31&2722.20","28&2758.50","7&434.90","28&2636.10"
"4636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&154.80","4&59.60","4&312.80"
"4640","0","0","0","0","0","0","0","13&1113.10","10&715.20","24&1787.60","10&857.40","11&842.70","1&96.00","7&609.80","3&259.00","3&284.70","15&1628.50","11&1027.40","2&256.00","4&364.90","17&1434.10","27&1489.60","7&618.50"
"4641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&167.00","0"
"4655","0","0","0","0","0","0","0","0","0","0","0","15&1606.70","13&1107.30","8&1045.00","1&113.00","0","1&128.00","1&189.80","0","0","0","0","1&99.80"
"4666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74&8993.00","144&12800.10","67&6202.90"
"4667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&202.40","6&725.50","19&1185.80"
"4744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&149.00"
"4858","0","0","0","0","0","0","0","0","24&2438.70","9&1172.80","11&1517.50","11&746.60","0","5&1286.80","24&2036.80","28&2795.60","14&916.10","35&3480.00","28&2558.20","41&3534.10","25&2490.90","43&3194.50","26&2111.90"
"4874","0","0","0","0","0","0","0","0","0","0","0","0","0","6&419.40","46&4500.20","32&3019.20","42&4611.80","28&2733.50","30&2956.20","40&4091.80","44&3507.10","39&4113.00","33&2649.50"
"4879","0","0","0","0","0","0","0","0","0","0","10&753.30","416&46073.20","232&26697.20","172&18047.70","363&37140.20","246&24719.70","284&30095.30","309&29279.50","206&20978.10","286&25487.50","327&35192.00","223&19336.10","345&30666.80"
"4880","0","0","0","0","0","0","0","0","44&4367.50","33&2824.20","123&10225.00","203&18527.40","79&8570.90","72&7250.80","151&13270.40","152&14870.20","160&15672.10","95&8605.60","88&7827.60","62&5201.60","125&9673.20","85&6173.90","91&8130.90"
"4884","0","0","0","0","0","0","0","0","0","0","37&3676.20","41&4202.00","37&5306.60","21&2039.60","27&2879.20","34&3590.60","13&1099.30","21&1858.60","24&1817.90","13&1235.70","13&1011.80","52&4021.00","51&4997.30"
"4890","0","0","0","0","0","0","0","0","0","0","0","13&1372.70","51&4843.50","17&1524.30","65&5436.70","45&4065.60","29&2332.90","5&483.80","7&549.10","5&431.60","16&1019.90","20&1363.10","15&1194.20"
"4898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&530.00","2&354.80","0","0","1&69.90","0"
"4907","0","0","0","0","0","0","0","0","0","0","3&336.00","9&899.60","17&1628.30","9&915.50","25&2442.30","22&2153.20","23&1887.20","12&989.70","8&616.60","10&688.30","21&1403.30","31&1704.00","4&375.80"
"4908","0","0","0","0","0","0","0","0","0","0","0","3&338.50","1&176.00","0","1&89.90","0","0","2&169.70","1&252.00","8&1578.90","1&88.00","0","0"
"4947","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&527.70","22&2065.30","8&820.70","0","0","0","24&1551.40"
"4964","0","0","0","0","0","0","0","0","0","0","0","0","0","1&78.00","24&1418.70","12&928.30","1&85.00","18&2182.80","3&258.80","1&82.50","1&88.00","25&1691.80","15&1023.90"
"4971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&66.60","1&89.00","1&99.90","1&119.90","0","0","0"
"5130","0","0","0","0","32&3026.00","15&1768.00","12&1046.80","24&2084.60","16&1598.30","28&2144.70","51&4660.30","33&3063.90","15&1922.00","21&2387.30","43&4592.10","48&4266.60","43&4636.20","16&1388.20","12&1100.50","14&1273.10","24&2148.70","22&1917.20","15&1043.00"
"5356","0","0","0","0","0","0","0","0","12&984.90","29&2566.30","14&1020.70","3&258.80","12&983.50","12&1071.50","7&904.90","14&1286.30","29&2865.20","29&2619.50","16&1267.40","12&876.70","20&3485.40","4&335.80","11&867.50"
"5695","0","0","0","0","0","0","0","0","0","0","0","0","0","2&138.00","17&1323.00","6&540.30","6&605.80","4&315.80","0","0","1&94.90","1&119.90","0"
"5751","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79&7096.30","85&6962.90","44&3907.60","22&1779.20","57&4738.50","51&5907.30"
"5795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&324.00","14&1366.30","6&448.10","15&1134.00","3&226.60"
"5819","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19&1762.60","36&3500.90","29&2857.10","27&2927.20","36&3342.20","27&2395.40"
"5820","0","0","0","0","0","0","0","1&79.00","6&295.60","3&134.70","3&209.70","0","0","3&312.90","48&3928.80","39&4239.20","35&3627.00","63&6203.30","46&5065.10","30&1790.20","32&2641.10","31&1627.50","63&8499.70"
"5828","0","0","0","0","0","0","0","0","0","0","0","0","0","0","143&12241.90","209&20342.10","192&19294.40","166&16048.60","155&15476.80","187&17002.40","235&23736.30","148&12801.90","200&21738.90"
"5857","0","0","0","0","0","0","0","0","0","0","0","0","1&76.00","0","0","0","0","0","0","0","0","0","0"
"5905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18&1763.70"
"6274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12&985.60","4&435.30","19&1569.80","24&1928.50"
"6275","0","0","0","0","0","0","0","0","0","0","0","0","0","9&889.90","10&1013.70","10&934.30","2&131.80","6&715.60","1&59.90","1&99.90","2&97.60","7&414.20","0"
"6283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26&2420.10","16&1564.00","2&129.80","7&535.30","2&154.80","4&200.40","3&199.70","2&99.80"
"6292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&407.60","11&876.50","12&1002.40","4&308.70","1&65.00","0","6&406.30"
"6344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1482.00","19&1843.30","5&326.70","17&1377.00","13&1024.90","8&755.20","5&269.90","10&838.80"
"6382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&146.60","5&392.70","0","1&109.90","0","0"
"6612","0","0","0","0","0","2&258.00","0","0","0","0","0","0","0","0","0","0","0","9&989.10","2&144.00","3&243.90","2&198.00","1&99.90","0"
"6705","0","0","0","0","0","0","0","0","17&1039.60","35&3419.90","75&5677.20","35&2726.40","20&2066.90","18&2089.70","29&2976.90","54&4343.70","30&3229.00","54&5285.60","53&5117.30","45&3303.40","23&1733.70","20&1385.00","53&4718.40"
"6818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&307.80","2&178.00","0","0","0","0","0","0"
"6890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5&184.60","0","4&192.50"
"6914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&1276.60","16&1554.10","19&1859.20","3&295.00","11&851.70","21&1650.20","12&931.90","17&1487.90"
"6966","0","0","0","0","2&199.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7155","0","0","0","0","1&138.00","3&285.00","3&181.00","10&680.80","11&928.90","3&486.80","0","0","0","0","0","0","0","0","0","0","1&88.00","0","0"
"7173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&172.00","8&597.30","10&916.50","14&1236.00","2&154.80"
"7471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&107.40","0","0"
"7583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3&236.90"
"7728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48&4385.10","242&24355.70","149&13980.00","140&11629.90","126&9577.70","131&13622.90","97&8307.20","125&12274.90"
"7901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30&2552.20","62&5084.80","56&4726.80","9&836.40","40&3184.20"
"8050","0","0","0","0","33&3285.00","9&897.00","15&1145.00","43&3208.90","151&14438.10","84&6973.00","175&13583.40","201&15844.50","55&5197.80","33&3372.20","69&6010.40","80&7198.70","94&9263.10","49&4394.20","60&4835.30","84&8472.20","94&7556.70","56&4359.50","109&11897.10"
"8089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23&1137.10"
"8098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4&382.80","28&1936.90","12&1429.30"
"8128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&75.80","0","1&88.00","0","0"
"8249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6&418.40","1&49.00","1&59.90","0","0"
"8574","0","0","0","0","0","0","6&794.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8605","0","0","0","0","3&293.00","10&708.00","8&745.80","16&1164.50","5&341.80","7&607.80","3&395.00","0","0","0","0","0","0","0","0","0","0","0","0"
"8621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2&145.00","1&65.00","4&309.50","3&101.40","0","1&78.00"
"8634","0","0","0","0","0","19&1727.00","40&2711.90","96&9137.00","279&28676.60","263&24276.70","813&73238.20","1008&91898.80","556&66976.90","684&69350.80","1055&99030.10","1011&94027.20","1020&100013.80","631&61473.50","750&64660.10","1323&115226.20","1629&140844.60","1761&169252.80","3144&285869.60"
"9083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11&2165.90","5&573.50","8&767.50","5&1199.80","8&1246.00","5&1037.00","1&99.90"
"9491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1&89.90","6&408.80","13&3389.40","1&128.00","1&68.00"
"9547","0","0","0","0","77&8646.00","53&6034.00","37&3124.80","73&9658.80","407&49416.90","154&15452.40","381&37266.60","375&35018.20","197&21517.20","103&9662.20","379&32581.60","375&33813.80","422&42143.00","391&37738.30","352&31659.00","399&34009.20","588&52128.40","441&37259.20","498&44118.00"
"9667","0","0","0","0","0","0","0","0","0","0","0","44&4472.50","75&6777.50","30&2660.00","30&2944.90","45&4099.30","24&2485.60","5&335.70","11&1126.20","47&3731.90","54&4953.40","48&3714.40","61&6589.50"
"9698","0","0","0","0","0","0","0","2&174.00","1&120.00","2&188.90","0","1&110.00","6&676.70","0","4&400.90","35&3464.80","71&7610.70","74&8079.90","73&6608.20","72&6204.60","89&7792.10","49&4109.50","80&6646.40"
"9711","0","0","0","0","47&5493.00","181&22846.00","307&31155.50","284&25102.30","489&47438.70","242&18168.60","265&24243.40","180&16822.60","136&14062.30","63&5952.30","93&8252.60","94&8550.50","116&12794.90","133&12965.30","145&13090.40","194&16496.50","178&19593.40","144&12075.00","134&9635.90"
"9714","0","0","0","0","0","0","6&543.00","16&1318.50","6&1012.90","3&235.90","11&1117.60","3&272.90","11&833.20","1&80.00","0","0","0","0","0","1&114.90","16&1471.50","11&905.30","4&544.00"
"9731","0","0","0","0","0","0","0","1&99.00","12&988.60","18&1418.00","65&5632.20","37&3744.20","18&1631.50","20&1893.80","14&1328.60","19&1741.50","19&1817.70","14&1249.50","14&1143.20","41&3218.70","24&2512.60","27&1723.40","34&2623.80"
"9781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15&1315.00","10&818.30","12&1182.80","19&1470.50","22&1719.90","26&1687.70"
